Year,Year Code,Country Name,Country Code,Women who were first married by age 15 (% of women ages 20-24) [SP.M15.2024.FE.ZS],Women's share of population ages 15+ living with HIV (%) [SH.DYN.AIDS.FE.ZS],Young people (ages 15-24) newly infected with HIV [SH.HIV.INCD.YG],Rural population (% of total population) [SP.RUR.TOTL.ZS],Rural population [SP.RUR.TOTL],Rural population growth (annual %) [SP.RUR.TOTL.ZG],Rural poverty headcount ratio at national poverty lines (% of rural population) [SI.POV.RUHC],"School enrollment, primary (% gross) [SE.PRM.ENRR]","School enrollment, primary, female (% gross) [SE.PRM.ENRR.FE]","School enrollment, primary, male (% gross) [SE.PRM.ENRR.MA]","School enrollment, primary, male (% net) [SE.PRM.NENR.MA]","School enrollment, primary, female (% net) [SE.PRM.NENR.FE]","School enrollment, primary (% net) [SE.PRM.NENR]",Ratio of young literate females to males (% ages 15-24) [SE.ADT.1524.LT.FM.ZS],Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14 [SE.ENR.ORPH],Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%) [SH.UHC.OOPC.25.ZS],Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%) [SH.UHC.NOP2.ZS],Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%) [SH.UHC.NOP1.ZS],"Probability of dying among adolescents ages 15-19 years (per 1,000) [SH.DYN.1519]","Primary completion rate, male (% of relevant age group) [SE.PRM.CMPT.MA.ZS]","Prevalence of wasting, male (% of children under 5) [SH.STA.WAST.MA.ZS]",Prevalence of undernourishment (% of population) [SN.ITK.DEFC.ZS],"Prevalence of severe wasting, weight for height, female (% of children under 5) [SH.SVR.WAST.FE.ZS]","Prevalence of severe wasting, weight for height, male (% of children under 5) [SH.SVR.WAST.MA.ZS]",Prevalence of syphilis (% of women attending antenatal care) [SH.PRG.SYPH.ZS],"Prevalence of overweight, male (% of male adults) [SH.STA.OWAD.MA.ZS]",Prevalence of overweight (% of adults) [SH.STA.OWAD.ZS],"Prevalence of HIV, female (% ages 15-24) [SH.HIV.1524.FE.ZS]",Prevalence of anemia among non-pregnant women (% of women ages 15-49) [SH.ANM.NPRG.ZS],Poverty headcount ratio at national poverty line (% of population) [SI.POV.NAHC],"Population, total [SP.POP.TOTL]","Population, male (% of total population) [SP.POP.TOTL.MA.ZS]",Population growth (annual %) [SP.POP.GROW],"Population, female [SP.POP.TOTL.FE.IN]",Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure [SH.UHC.NOP2.TO],Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure [SH.UHC.NOP1.TO],Number of neonatal deaths [SH.DTH.NMRT],"Mortality rate, infant, male (per 1,000 live births) [SP.DYN.IMRT.MA.IN]","Mortality rate, adult, female (per 1,000 female adults) [SP.DYN.AMRT.FE]","Mortality rate attributed to unintentional poisoning (per 100,000 population) [SH.STA.POIS.P5]","Mortality rate attributed to household and ambient air pollution (per 100,000 population) [SH.STA.AIRP.P5]","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%) [SH.DYN.NCOM.MA.ZS]","Maternal mortality ratio (modeled estimate, per 100,000 live births) [SH.STA.MMRT]","Malnutrition prevalence, weight for age, female (% of children under 5) [SH.STA.MALN.FE.ZS]",Malaria cases reported [SH.STA.MALR],"Literacy rate, adult male (% of males ages 15 and above) [SE.ADT.LITR.MA.ZS]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Labor force, total [SL.TLF.TOTL.IN]","Labor force, female (% of total labor force) [SL.TLF.TOTL.FE.ZS]",Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line) [SH.UHC.NOP2.ZG],Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line) [SH.UHC.NOP1.ZG],"Incidence of tuberculosis (per 100,000 people) [SH.TBS.INCD]","Condom use at last high-risk sex, adult female (% ages 15-49) [SH.CON.AIDS.FE.ZS]","Condom use at last high-risk sex, adult male (% ages 15-49) [SH.CON.AIDS.MA.ZS]","Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions) [SH.HIV.KNOW.MA.ZS]","Comprehensive correct knowledge of HIV/AIDS, ages 15-24, female (2 prevent ways and reject 3 misconceptions) [SH.HIV.1524.KW.FE.ZS]","Completeness of birth registration, rural (%) [SP.REG.BRTH.RU.ZS]","Completeness of birth registration, male (%) [SP.REG.BRTH.MA.ZS]","Completeness of birth registration, female (%) [SP.REG.BRTH.FE.ZS]",Completeness of birth registration (%) [SP.REG.BRTH.ZS],"Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]",Adults (ages 15+) and children (0-14 years) living with HIV [SH.HIV.TOTL],Adults (ages 15+) and children (ages 0-14) newly infected with HIV [SH.HIV.INCD.TL],"Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]",Adults (ages 15+) living with HIV [SH.DYN.AIDS]
2019,YR2019,Afghanistan,AFG,..,29,500,74.246,28244481,1.963585747,..,..,..,..,..,..,..,..,..,..,..,..,13.6,..,..,..,..,..,..,..,..,0.1,..,..,38041754,51.33760515,2.311817217,18512029,..,..,43424,49.8,..,..,..,..,..,..,..,..,..,10699797,21.4470611,..,..,..,..,..,..,..,..,..,..,..,..,11000,1500,..,10000
2019,YR2019,Albania,ALB,..,23.3,100,38.771,1106598,-2.746066612,..,104.8127365,106.4436111,103.3807678,..,..,..,..,..,..,..,..,1.7,102.2923965,..,..,..,..,..,..,..,0.1,..,..,2854191,50.91389431,-0.426007367,1401011,..,..,251,9.5,..,..,..,..,..,..,..,..,..,1313923,41.4753376,..,..,..,..,..,..,..,..,..,..,..,..,1400,100,..,1400
2019,YR2019,Algeria,DZA,..,45.6,500,26.811,11542954,-0.1332306344,..,107.3316879,104.8598785,109.7035828,..,..,..,..,..,..,..,..,2.7,101.1553497,..,..,..,..,..,..,..,0.1,..,..,43053054,50.51828844,1.933950191,21303388,..,..,16484,21.3,..,..,..,..,..,..,..,..,..,12303926,17.62688592,..,..,..,..,..,..,..,..,..,..,..,..,22000,2100,..,21000
2019,YR2019,American Samoa,ASM,..,..,..,12.853,7109,-0.2388480236,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55312,..,-0.2762308011,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Andorra,AND,..,..,..,12.016,9269,0.8233174012,..,..,..,..,..,..,..,..,..,..,..,..,1.3,..,..,..,..,..,..,..,..,..,..,..,77142,..,0.1764538434,..,..,..,1,3.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Angola,AGO,..,69.6,9000,33.823,10764270,1.301742489,..,..,..,..,..,..,..,..,..,..,..,..,12.8,..,..,..,..,..,..,..,..,1.2,..,..,31825295,49.47252499,3.242982603,16080518,..,..,35358,55.3,..,..,..,..,..,..,..,..,..,13164276,50.25306367,..,..,..,..,..,..,..,..,..,..,..,..,340000,26000,..,310000
2019,YR2019,Antigua and Barbuda,ATG,..,..,..,75.494,73318,0.9827449072,..,..,..,..,..,..,..,..,..,..,..,..,2.4,..,..,..,..,..,..,..,..,..,..,..,97118,48.24280492,0.8603804807,50266,..,..,5,6.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Arab World,ARB,..,41.78166571,..,40.79835313,174564024,1.239245702,..,95.64803,93.07939,98.10018,..,..,..,0.944840014,..,..,..,..,6.005146755,87.48287201,..,..,..,..,..,..,..,0.1009057463,..,..,427870270,51.82657802,1.924692733,206119753,..,..,177060,28.40593301,..,..,..,..,..,..,..,79.76159668,..,138180908,20.717721,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Argentina,ARG,..,32.3,1100,8.009,3599141,-0.5061159187,..,..,..,..,..,..,..,..,..,..,..,..,3.4,..,..,..,..,..,..,..,..,0.1,..,35.5,44938712,48.7741978,0.9933974933,23020216,..,..,4583,9.2,..,..,..,..,..,..,..,..,..,20772672,42.96271082,..,..,..,..,..,..,..,..,..,..,..,..,140000,5900,..,130000
2019,YR2019,Armenia,ARM,..,34.9,100,36.781,1087883,0.01139893421,..,91.84506226,92.1054306,91.61638641,..,..,..,..,..,..,..,..,2,93.26407623,..,..,..,..,..,..,..,0.1,..,..,2957731,47.03843626,0.2015397229,1566461,..,..,258,11.6,..,..,..,..,..,..,..,..,..,1303565,46.16731809,..,..,..,..,..,..,..,..,..,..,..,..,3500,200,..,3500
2019,YR2019,Aruba,ABW,..,..,..,56.454,60019,0.2034758366,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,106314,47.44896999,0.4421219594,55869,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Australia,AUS,..,12.3,100,13.876,3519551,0.712080018,..,..,..,..,..,..,..,..,..,..,..,..,1.5,..,..,..,..,..,..,..,..,0.1,..,..,25364307,49.80046581,1.515984454,12732764,..,..,726,3.3,..,..,..,..,..,..,..,..,..,13414956,46.53362262,..,..,..,..,..,..,..,..,..,..,..,..,29000,1000,..,29000
2019,YR2019,Austria,AUT,..,..,..,41.485,3682651,-0.1115692777,..,..,..,..,..,..,..,..,..,..,..,..,1.2,..,..,..,..,..,..,..,..,..,..,..,8877067,49.23871382,0.4125398088,4506113,..,..,184,3.1,..,..,..,..,..,..,..,..,..,4613292,46.40601549,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Azerbaijan,AZE,..,34.1,100,43.969,4407153,0.04189522624,..,97.93534851,99.53543854,96.56020355,..,..,..,..,..,..,..,..,2.6,100.3920212,..,..,..,..,..,..,..,0.1,..,..,10023318,49.92012615,0.8370196394,5019665,..,..,1765,20.1,..,..,..,..,..,..,..,..,..,5103137,48.75397231,..,..,..,..,..,..,..,..,..,..,..,..,9700,1000,..,9600
2019,YR2019,"Bahamas, The",BHS,..,..,..,16.868,65698,0.3598662011,..,..,..,..,..,..,..,..,..,..,..,..,4.8,..,..,..,..,..,..,..,..,..,..,..,389482,48.58454476,0.9913359353,200254,..,..,36,11.6,..,..,..,..,..,..,..,..,..,226287,47.51178813,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Bahrain,BHR,..,..,..,10.606,174063,3.465602213,..,98.02790833,97.73763275,98.31111908,..,..,..,..,..,..,..,..,2,103.1758194,..,..,..,..,..,..,..,..,..,..,1641172,64.27127332,4.469239009,586370,..,..,65,6.1,..,..,..,..,..,..,..,..,..,978624,20.05479122,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Bangladesh,BGD,..,..,..,62.595,102058744,-0.1853594869,..,..,..,..,..,..,..,1.024799943,..,..,..,..,6.5,..,..,..,..,..,..,..,..,..,..,..,163046161,50.58308912,1.042001128,80572376,..,..,55542,27.3,..,..,..,..,..,..,..,77.44149017,..,70009461,30.48785221,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Barbados,BRB,..,42.7,100,68.842,197594,0.1179881389,..,100.3379135,98.15724945,102.4552689,..,..,..,..,..,..,..,..,2.3,88.65287781,..,..,..,..,..,..,..,0.1,..,..,287025,48.36336017,0.1338758293,148210,..,..,26,12.8,..,..,..,..,..,..,..,..,..,155296,49.32644756,..,..,..,..,..,..,..,..,..,..,..,..,2700,100,..,2700
2019,YR2019,Belarus,BLR,0,45.2,200,20.956,1983874,-2.295621506,..,..,..,..,..,..,..,..,..,..,..,..,1.5,..,..,..,..,..,..,..,..,0.1,..,..,9466856,46.54805986,-0.1756484697,5060218,..,..,133,2.7,..,..,..,..,..,..,..,..,..,5036882,48.97911049,..,..,..,..,..,..,..,..,..,..,..,..,28000,1900,..,28000
2019,YR2019,Belgium,BEL,..,..,..,1.959,224973,-1.523628945,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,11484055,49.49577644,0.4975849716,5799933,..,..,249,3.1,..,..,..,..,..,..,..,..,..,5101824,46.20090775,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Belize,BLZ,..,..,..,54.134,211314,1.621102695,..,110.4903107,108.5915909,112.3222733,..,..,..,..,..,..,..,..,4,102.6206512,..,..,..,..,..,..,..,..,..,..,390353,49.77084726,1.883110736,196071,..,..,65,11.6,..,..,..,..,..,..,..,..,..,178514,38.84681314,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Benin,BEN,..,61.3,1100,52.139,6153002,1.667655257,..,116.7085876,112.3972778,120.8984222,..,..,..,..,..,..,..,..,11.2,67.63040924,..,..,..,..,..,..,..,0.4,..,38.5,11801151,49.92102889,2.715105359,5909895,..,..,12931,64.4,..,..,..,..,..,..,..,..,..,4833491,49.19318149,..,..,..,..,..,..,..,..,..,..,..,..,75000,3500,..,69000
2019,YR2019,Bermuda,BMU,..,..,..,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63918,..,-0.003128911139,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Bhutan,BTN,..,..,..,58.388,445554,-0.07426195516,..,..,..,..,..,..,..,..,..,..,..,..,5.5,..,..,..,..,..,..,..,..,..,..,..,763092,53.0776025,1.146382274,358061,..,..,215,26,..,..,..,..,..,..,..,..,..,380085,40.7140508,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Bolivia,BOL,..,30.7,200,30.227,3480065,0.2543990342,..,..,..,..,..,..,..,..,..,..,..,..,4.6,..,..,..,..,..,..,..,..,0.1,..,..,11513100,50.20029354,1.399098368,5733490,..,..,3598,23.3,..,..,..,..,..,..,..,..,..,5735836,44.15511531,..,..,..,..,..,..,..,..,..,..,..,..,19000,1000,..,19000
2019,YR2019,Bosnia and Herzegovina,BIH,..,..,..,51.374,1695856,-1.431048482,..,..,..,..,..,..,..,..,..,..,..,..,1.7,..,..,..,..,..,..,..,..,..,..,..,3301000,48.97909662,-0.6922064087,1684200,..,..,111,5.5,..,..,..,..,..,..,..,..,..,1306464,39.22480834,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Botswana,BWA,..,57.1,3200,29.828,687147,-0.2295270993,..,..,..,..,..,..,..,..,..,..,..,..,3.9,..,..,..,..,..,..,..,..,9.3,..,..,2303697,48.36196333,2.175290909,1189584,..,..,999,35.3,..,..,..,..,..,..,..,..,..,1080610,48.69777255,..,..,..,..,..,..,..,..,..,..,..,..,380000,9500,..,370000
2019,YR2019,Brazil,BRA,..,..,..,13.176,27807886,-1.165297509,..,..,..,..,..,..,..,..,..,..,..,..,5.8,..,..,..,..,..,..,..,..,..,..,..,211049527,49.15109994,0.7515484265,107316363,..,..,22736,13.9,..,..,..,..,..,..,..,..,..,106500838,43.5837641,..,..,..,..,..,..,..,..,..,..,..,..,920000,48000,..,..
2019,YR2019,British Virgin Islands,VGB,..,..,..,51.884,15581,0.006418279262,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30030,..,0.7621376642,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Brunei Darussalam,BRN,..,..,..,22.058,95574,-0.4061883969,..,100.0995026,100.5328674,99.69371796,..,..,..,..,..,..,..,..,1.3,98.92337036,..,..,..,..,..,..,..,..,..,..,433285,51.92339648,1.002737318,208309,..,..,38,10.5,..,..,..,..,..,..,..,..,..,216860,42.84792032,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Bulgaria,BGR,..,20.4,100,24.653,1719734,-2.069630137,..,..,..,..,..,..,..,..,..,..,..,..,2.4,..,..,..,..,..,..,..,..,0.1,..,..,6975761,48.57138816,-0.7039056411,3587537,..,..,206,6.2,..,..,..,..,..,..,..,..,..,3295081,46.16842499,..,..,..,..,..,..,..,..,..,..,..,..,3300,500,..,3300
2019,YR2019,Burkina Faso,BFA,..,60.6,1000,70.02,14229029,1.959830675,..,94.5357132,94.28289032,94.77986908,..,..,..,..,..,..,..,..,6.1,60.96854019,..,..,..,..,..,..,..,0.4,..,..,20321378,49.93643395,2.844222553,10173606,..,..,19767,58.7,..,..,..,..,..,..,..,..,..,7468213,44.61854529,..,..,..,..,..,..,..,..,..,..,..,..,100000,2700,..,92000
2019,YR2019,Burundi,BDI,..,60.1,500,86.634,9989403,2.744178992,..,118.9602432,119.8396225,118.0884628,..,..,..,..,..,..,..,..,8.7,54.29693985,..,..,..,..,..,..,..,0.6,..,..,11530580,49.59845461,3.128967114,5811591,..,..,9288,44,..,..,..,..,..,..,..,..,..,4983237,51.85834027,..,..,..,..,..,..,..,..,..,..,..,..,85000,1900,..,76000
2019,YR2019,Cabo Verde,CPV,..,53.8,100,33.805,185906,-0.2321059273,..,..,..,..,..,..,..,..,..,..,..,..,2.3,..,..,..,..,..,..,..,..,0.2,..,..,549935,50.19420442,1.127924314,273900,..,..,94,14,..,..,..,..,..,..,..,..,..,238022,44.08500055,..,..,..,..,..,..,..,..,..,..,..,..,2500,200,..,2400
2019,YR2019,Cambodia,KHM,..,52,200,76.195,12561921,0.9006100404,..,106.4747391,105.0311966,107.8470917,..,..,..,..,..,..,..,..,3.5,87.55303955,..,..,..,..,..,..,..,0.1,..,..,16486542,48.81171564,1.44639338,8439178,..,..,5257,25.5,..,..,..,..,..,..,..,..,..,9350230,48.37876715,..,..,..,..,..,..,..,..,..,..,..,..,73000,1000,..,70000
2019,YR2019,Cameroon,CMR,..,67,5400,43.032,11135124,1.213316679,..,105.7478409,100.2098236,111.1951294,..,..,..,..,..,..,..,..,12.3,68.58518219,..,..,..,..,..,..,..,1.4,..,..,25876380,50.00670302,2.584247107,12936456,..,..,23557,55.2,..,..,..,..,..,..,..,..,..,11345979,47.02619316,..,..,..,..,..,..,..,..,..,..,..,..,510000,17000,..,470000
2019,YR2019,Canada,CAN,..,..,..,18.518,6960780,1.041379435,..,..,..,..,..,..,..,..,..,..,..,..,1.7,..,..,..,..,..,..,..,..,..,..,..,37589262,49.62048367,1.424051307,18937288,..,..,1285,4.5,..,..,..,..,..,..,..,..,..,20583847,47.3736372,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Caribbean small states,CSS,..,45.40968095,..,48.62996095,3599290,0.2246309962,..,96.31077,95.45425,97.13723,..,..,..,..,..,..,..,..,3.92550829,90.21515656,..,..,..,..,..,..,..,0.2560373225,..,..,7401381,49.60935057,0.576385402,3666801,..,..,1297,16.17886011,..,..,..,..,..,..,..,..,..,3406886,43.93479674,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Cayman Islands,CYM,..,..,..,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64948,..,1.198880548,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Central African Republic,CAF,..,59.8,1700,58.23,2763121,0.9799147311,..,..,..,..,..,..,..,..,..,..,..,..,11.3,..,..,..,..,..,..,..,..,1.4,..,..,4745185,49.56552745,1.674745212,2393209,..,..,6646,87.5,..,..,..,..,..,..,..,..,..,1914794,45.67326825,..,..,..,..,..,..,..,..,..,..,..,..,100000,4900,..,96000
2019,YR2019,Central Europe and the Baltics,CEB,..,..,..,37.5616437,38455076,-0.4317326431,..,95.30736,94.98712,95.61125,..,..,..,..,..,..,..,..,1.824748996,93.11006165,..,..,..,..,..,..,..,..,..,..,102378579,48.40299139,-0.1545266195,52824286,..,..,2609,4.379393043,..,..,..,..,..,..,..,..,..,49355626,44.99905239,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Chad,TCD,..,60.5,1700,76.721,12234603,2.699600004,..,89.19113922,78.0417099,100.279953,..,..,..,..,..,..,..,..,15.5,..,..,..,..,..,..,..,..,0.6,..,..,15946876,49.9189873,2.985937461,7986357,..,..,22123,75.3,..,..,..,..,..,..,..,..,..,5995556,45.53337505,..,..,..,..,..,..,..,..,..,..,..,..,120000,5200,..,110000
2019,YR2019,Channel Islands,CHI,..,..,..,69.069,118978,1.002673445,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,172259,49.49031719,1.026972656,87007,..,..,..,..,..,..,..,..,..,..,..,..,..,85147,44.26579915,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Chile,CHL,..,17.7,1000,12.357,2341903,0.545701785,..,..,..,..,..,..,..,..,..,..,..,..,2.1,..,..,..,..,..,..,..,..,0.1,..,..,18952038,49.2916671,1.182980431,9610263,..,..,1044,6.4,..,..,..,..,..,..,..,..,..,9557893,42.24888268,..,..,..,..,..,..,..,..,..,..,..,..,74000,5100,..,74000
2019,YR2019,China,CHN,..,..,..,39.692,554781038,-2.513529275,..,101.9257202,102.5646133,101.3760223,..,..,..,..,..,..,..,..,1.3,..,..,..,..,..,..,..,..,..,..,0.6,1397715000,51.30650203,0.3572910631,680596325,..,..,63895,7.2,..,..,..,..,..,..,..,..,..,781074570,43.71068616,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Colombia,COL,..,24.9,1400,18.896,9512141,-0.3288168322,..,..,..,..,..,..,..,..,..,..,..,..,4.5,..,..,..,..,..,..,..,..,0.1,..,..,50339443,49.09309982,1.381702014,25626250,..,..,5482,13.1,..,..,..,..,..,..,..,..,..,26787864,42.94904588,..,..,..,..,..,..,..,..,..,..,..,..,200000,12000,..,190000
2019,YR2019,Comoros,COM,..,43.1,100,70.836,602734,1.925394536,..,..,..,..,..,..,..,..,..,..,..,..,3.3,..,..,..,..,..,..,..,..,0.1,..,..,850886,50.44241859,2.205877437,421679,..,..,797,52.8,..,..,..,..,..,..,..,..,..,223593,42.13638173,..,..,..,..,..,..,..,..,..,..,..,..,200,100,..,200
2019,YR2019,"Congo, Dem. Rep.",COD,..,72.8,6700,54.954,47694888,2.126384329,..,..,..,..,..,..,..,..,..,..,..,..,18,..,..,..,..,..,..,..,..,0.5,..,..,86790567,49.91222433,3.187086302,43471464,..,..,96760,72,..,..,..,..,..,..,..,..,..,29741906,48.34947027,..,..,..,..,..,..,..,..,..,..,..,..,520000,23000,..,460000
2019,YR2019,"Congo, Rep.",COG,..,68.2,2500,32.627,1755498,1.171922769,..,..,..,..,..,..,..,..,..,..,..,..,5.4,..,..,..,..,..,..,..,..,2.2,..,..,5380508,49.94621322,2.562900803,2693148,..,..,3369,38.4,..,..,..,..,..,..,..,..,..,2184551,49.01881439,..,..,..,..,..,..,..,..,..,..,..,..,100000,8000,..,96000
2019,YR2019,Costa Rica,CRI,..,28.1,200,19.924,1005676,-2.66959055,..,116.1822891,116.6211166,115.7633438,..,..,..,..,..,..,..,..,2.9,103.0249634,..,..,..,..,..,..,..,0.1,..,21,5047561,49.97540396,0.9579050139,2525022,..,..,425,8,..,..,..,..,..,..,..,..,..,2473778,39.02957339,..,..,..,..,..,..,..,..,..,..,..,..,14000,1000,..,14000
2019,YR2019,Cote d'Ivoire,CIV,..,65.8,2800,48.761,12539644,1.610382883,..,100.3153381,97.23085785,103.3742065,..,..,..,..,..,..,..,..,11.1,82.34056854,..,..,..,..,..,..,..,1.1,..,..,25716544,50.45079523,2.549336239,12742343,..,..,30156,65.3,..,..,..,..,..,..,..,..,..,8536665,41.76955521,..,..,..,..,..,..,..,..,..,..,..,..,430000,12000,..,400000
2019,YR2019,Croatia,HRV,..,..,100,42.758,1739182,-1.186426161,..,..,..,..,..,..,..,..,..,..,..,..,1.4,..,..,..,..,..,..,..,..,..,..,..,4067500,48.18089441,-0.4988886965,2107742,..,..,105,4.4,..,..,..,..,..,..,..,..,..,1778668,46.50738643,..,..,..,..,..,..,..,..,..,..,..,..,1600,100,..,1600
2019,YR2019,Cuba,CUB,..,17.7,500,22.891,2594348,-0.3551036115,..,102.8671417,101.0402908,104.5944977,..,..,..,..,..,..,..,..,2,86.02886963,..,..,..,..,..,..,..,0.1,..,..,11333483,49.65752808,-0.04106455436,5705555,..,..,246,4.2,..,..,..,..,..,..,..,..,..,5098407,38.49137584,..,..,..,..,..,..,..,..,..,..,..,..,32000,1700,..,32000
2019,YR2019,Curacao,CUW,..,..,..,10.902,17175,-0.9907094154,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,157538,45.94457329,-1.425633433,85158,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Cyprus,CYP,..,..,..,33.195,397867,0.7948726155,..,..,..,..,..,..,..,..,..,..,..,..,1.2,..,..,..,..,..,..,..,..,..,..,..,1198575,50.00083432,0.7797881915,599277,..,..,16,2,..,..,..,..,..,..,..,..,..,629536,46.13508997,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Czech Republic,CZE,..,..,..,26.079,2782553,-0.1199257746,..,..,..,..,..,..,..,..,..,..,..,..,1.5,..,..,..,..,..,..,..,..,..,..,..,10669709,49.21436218,0.3735373167,5418680,..,..,179,2.8,..,..,..,..,..,..,..,..,..,5445535,44.74390487,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Denmark,DNK,..,..,..,12.006,698575,-0.5654099572,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,5818553,49.7181766,0.4291531638,2925675,..,..,187,3.7,..,..,..,..,..,..,..,..,..,3026441,47.37171483,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Djibouti,DJI,..,56.3,100,22.085,215011,0.8922957883,..,75.28794098,75.11437988,75.43859863,66.48243,66.478,66.48037,..,..,..,..,..,10.8,..,..,..,..,..,..,..,..,0.4,..,..,973560,52.58521073,1.515180502,461611,..,..,623,52.6,..,..,..,..,..,..,..,..,..,415214,39.79875438,..,..,..,..,..,..,..,..,..,..,..,..,6800,200,..,6200
2019,YR2019,Dominica,DMA,..,..,..,29.214,20978,-0.7787313807,..,100.3757629,98.70346069,101.9916534,..,..,..,..,..,..,..,..,1.9,..,..,..,..,..,..,..,..,..,..,..,71808,..,0.2551715425,..,..,..,27,33.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Dominican Republic,DOM,..,47.6,1000,18.172,1951483,-3.019019125,..,112.2282104,109.4302368,114.9201126,..,..,..,..,..,..,..,..,4.2,93.87033081,..,..,..,..,..,..,..,0.3,..,21,10738958,49.96945234,1.046460513,5372760,..,..,3989,25.6,..,..,..,..,..,..,..,..,..,4993453,40.32131673,..,..,..,..,..,..,..,..,..,..,..,..,72000,2800,..,71000
